kode_entitas;nama_entitas;sektor;subsektor;informasi_pemegang_saham_pengendali;jenis_entitas;tanggal_akhir;mata_uang;kurs_konversi;pembulatan;jumlah_aset_lancar;jumlah_aset_tidak_lancar;jumlah_aset;jumlah_liabilitas_jangka_pendek;jumlah_liabilitas_jangka_panjang;jumlah_liabilitas;saham_biasa;saham_preferen;tambahan_modal_disetor;jumlah_ekuitas_yang_diatribusikan_kepada_pemilik_entitas_induk;jumlah_ekuitas;jumlah_liabilitas_dan_ekuitas;jumlah_laba_bruto;jumlah_laba_rugi;jumlah_laba_rugi_komprehensif;laba_rugi_komprehensif_yang_dapat_diatribusikan_ke_entitas_indu;laba_rugi_yang_dapat_diatribusikan_ke_entitas_induk;laba_rugi_yang_dapat_diatribusikan_ke_kepentingan_non_pengendal
BOSS;PT Borneo Olah Sarana Sukses Tbk.;2. Mining;21. Coal Mining;National Corporation;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;0;Satuan Penuh / Full Amount;306716957106.0;564922025089.0;871638982195.0;228285647191.0;449977014482.0;678262661673.0;40000000000.0;100000000000.0;142573787749.0;193372474928.0;193376320522.0;871638982195.0;88130668642.0;2747135008.0;2499908758.0;2499924188.0;2747150438.0;-15430.0
BPFI;Batavia Prosperindo Finance Tbk;8. Finance;82. Financial Institution;National Corporation;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;00.00;Satuan Penuh / Full Amount;0;0;1821625639974.0;0;0;1002298779342.0;178266357500.0;00.00;263314390908.0;819326860632.0;819326860632.0;1821625639974.0;0;74857330329.0;77903120087.0;77903120087.0;74857330329.0;00.00
BPII;PT Batavia Prosperindo Internasional Tbk.;8. Finance;89. Others - Finance;Foreign Corporation;Foreign Company;31/12/20;Rupiah / IDR;0;Satuan Penuh / Full Amount;0;0;3070356466511.0;0;0;1755966327130.0;56222466200.0;0;331614420750.0;902613260353.0;1314390139381.0;3070356466511.0;956870893102.0;154629439379.0;162110643517.0;127951382345.0;122496423198.0;32133016181.0
BPTR;PT Batavia Prosperindo Trans Tbk.;7. Infrastructure, Utilities And Transportation;74. Transportation;Indonesian Government;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;0;Satuan Penuh / Full Amount;40277548078.0;495856432129.0;536133980207.0;165747918407.0;151893330801.0;317641249208.0;155000000000.0;0;-1205244135.0;218492730999.0;218492730999.0;536133980207.0;66555414533.0;8108255688.0;12675489222.0;12675489222.0;8108255688.0;0
BRAM;Indo Kordsa Tbk;4. Miscellaneous Industry;42. Automotive And Components;Foreign Corporation;Foreign Company;31/12/20;Dollar Amerika / USD;14105.01;Satuan Penuh / Full Amount;96866665.0;182618163.0;279484828.0;33430560.0;25392685.0;58823245.0;130404630.0;0;1676502.0;203970805.0;220661583.0;279484828.0;31137099.0;14582693.0;17978042.0;15628043.0;13502969.0;1079724.0
BRIS;PT Bank BRIsyariah Tbk;8. Finance;81. Bank;National Corporation;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;0;Jutaan / In Million;0;0;43123488.0;0;0;11880036.0;4858057.0;0;517.00.00;5088036.0;5088036.0;0;0;74016.0;67870.0;67870.0;74016.0;0
BRMS;Bumi Resources Minerals Tbk;2. Mining;21. Coal Mining;National Corporation;Local Company - Indonesia Jurisdiction;31/12/20;Dollar Amerika / USD;0;Satuan Penuh / Full Amount;37894029.0;584255371.0;622149400.0;113596146.0;79086393.0;192682539.0;1881485536.0;0;-314884932.0;689397321.0;429466861.0;622149400.0;4122549.0;1264725.0;1374194.0;1391551.0;1284731.0;-20006.0
BRNA;Berlina Tbk;3. Basic Industry And Chemicals;35. Plastics & Packaging;National Corporation;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;0;Ribuan / In Thousand;665275229.0;1597837689.0;2263112918.0;840292748.0;469039379.0;1309332127.0;48955500.0;0;246579048.0;892621591.0;953780791.0;2263112918.0;65235093.0;-163083992.0;-169490771.0;-165937603.0;-159935355.0;-3148637.0
BRPT;Barito Pacific Tbk;3. Basic Industry And Chemicals;34. Chemicals;Individual WNI;Local Company - Indonesia Jurisdiction;31/12/20;Dollar Amerika / USD;14105.0;Ribuan / In Thousand;1828133.0;5354302.0;7182435.0;1105635.0;3320993.0;4426628.0;948025.0;0;127718.0;1175536.0;2755807.0;7182435.0;579451.0;137380.0;125792.0;42433.0;44130.0;93250.0
BSDE;PT Bumi Serpong Damai Tbk;6. Property, Real Estate And Building Construction;61. Property And Real Estate;National Corporation;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;0;Satuan Penuh / Full Amount;24263878305808.0;30277100092156.0;54540978397964.0;6177662471577.0;14737901627736.0;20915564099313.0;1924669619200.0;0;6411155813452.0;29149454031225.0;33625414298651.0;54540978397964.0;5066065950126.0;3130076103452.0;3363165072391.0;3026579336636.0;2791416326399.0;338659777053.0
BSIM;Bank Sinarmas Tbk;8. Finance;81. Bank;National Corporation;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;0;Jutaan / In Million;0;0;36559556.0;0;0;26385919.0;1698180.0;0;2116655.0;6074463.0;6074463.0;0;0;6752.00.00;218043.0;218043.0;6752.00.00;0
BSMT;BPD Sumatera Utara (Bank Sumut);8. Finance;81. Bank;Indonesian Government;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;0;Satuan Penuh / Full Amount;0;0;31736072910909.0;0;0;26.138.887.428.758.000;1848959230000.0;00.00;137297162585.0;3501065484000.0;3501065484000.0;0;0;544755424114.0;586627780033.0;586627780033.0;544755424114.0;00.00
BSSB;PT BPD Sulawesi Selatan Dan Sulawesi Barat;8. Finance;81. Bank;Indonesian Government;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;14105.0;Satuan Penuh / Full Amount;0;0;23541662250195.0;0;0;19410805081335.0;1098410000000.0;0;16250000000.0;3443747677230.0;3443747677230.0;0;0;616690524469.0;613797544436.0;613797544436.0;616690524469.0;0
BSSR;Baramulti Suksessarana Tbk;2. Mining;21. Coal Mining;National Corporation;Local Company - Indonesia Jurisdiction;31/12/20;Dollar Amerika / USD;14105.0;Satuan Penuh / Full Amount;77537334.0;173142982.0;250680316.0;64264652.0;16098006.0;80362658.0;28468640.0;0;48431262.0;170316626.0;170317658.0;250680316.0;110457639.0;30467457.0;30038352.0;30038273.0;30467378.0;79.00.00
BSWD;Bank of India Indonesia Tbk;8. Finance;81. Bank;Foreign Corporation;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;0;Satuan Penuh / Full Amount;0;0;4007412556573.0;0;0;2846135386095.0;277760000000.0;0;1061770459710.0;1161277170478.0;1161277170478.0;0;0;30952161285.0;32836721756.0;32836721756.0;30952161285.0;0
BTEK;Bumi Teknokultura Unggul Tbk;5. Consumer Goods Industry;51. Food And Beverages;Indonesian Government;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;0;Satuan Penuh / Full Amount;914969847759.0;4060278282583.0;4975248130342.0;521992920131.0;2310639289234.0;2832632209365.0;578468704700.0;0;1214302533845.0;2142615920977.0;2142615920977.0;4975248130342.0;22158520274.0;-83843800594.0;-117912748401.0;-117912748401.0;-83843800594.0;0
BTEL;Bakrie Telecom Tbk;7. Infrastructure, Utilities And Transportation;73. Telecommunication;National Corporation;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;14105.0;Jutaan / In Million;4159.00.00;7075.00.00;11234.0;9240180.0;5723346.0;14963526.0;4252541.0;0;2488871.0;-14951853.0;-14952292.0;11234.0;0;7280.00.00;7280.00.00;7280.00.00;7280.00.00;00.00
BTON;Betonjaya Manunggal Tbk;3. Basic Industry And Chemicals;33. Metal And Allied Products;Individual WNI;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;0;Satuan Penuh / Full Amount;189163251018.0;41397872756.0;230561123774.0;41766036803.0;4560990628.0;46327027431.0;18000000000.0;0;529666050.0;184234096343.0;184234096343.0;230561123774.0;15810570315.0;1367612129.0;1078867413.0;1078867413.0;1367612129.0;0
BTPN;PT Bank BTPN Tbk;8. Finance;81. Bank;Foreign Corporation;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;0;Jutaan / In Million;0;0;181631385.0;0;0;142608793.0;162979.0;0;11158702.0;29868043.0;31471928.0;0;0;2992418.0;2977822.0;2555357.0;2572528.0;419890.0
BTPS;PT Bank BTPN Syariah Tbk.;8. Finance;81. Bank;National Corporation;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;0;Jutaan / In Million;0;0;15383038.0;0;0;2439054.0;770370.0;0;846440.0;5393320.0;5393320.0;0;0;1399634.0;1408218.0;1408218.0;1399634.0;0
BUDI;PT Budi Starch & Sweetener Tbk.;5. Consumer Goods Industry;51. Food And Beverages;National Corporation;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;0;Jutaan / In Million;1141009.0;1858758.0;2999767.0;1133685.0;580764.0;1714449.0;562375.0;0;104152.0;1189316.0;1285318.0;2999767.0;380876.0;64021.0;81329.0;74251.0;61228.0;2793.00.00
BUKK;Bukaka Teknik Utama Tbk;7. Infrastructure, Utilities And Transportation;75. Non Building Construction;National Corporation;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;0;Ribuan / In Thousand;2533134742.0;2206029875.0;4739164617.0;2153362549.0;144189491.0;2297552040.0;892472776.0;0;689146.0;2431800328.0;2441612577.0;4739164617.0;808241373.0;491956774.0;474118948.0;474179928.0;492017754.0;-60980.0
BULL;PT Buana Lintas Lautan Tbk.;7. Infrastructure, Utilities And Transportation;74. Transportation;National Corporation;Local Company - Indonesia Jurisdiction;31/12/20;Dollar Amerika / USD;0;Satuan Penuh / Full Amount;133416466.0;417438751.0;550855217.0;86755385.0;181094827.0;267850212.0;263928010.0;0;70555052.0;268284720.0;283005005.0;550855217.0;42911452.0;21214268.0;36243016.0;33800067.0;18944225.0;2270043.0
BUMI;Bumi Resources Tbk;2. Mining;21. Coal Mining;National and Foreign Corporation;Joint Venture - Indonesia Jurisdiction;31/12/20;Dollar Amerika / USD;0;Satuan Penuh / Full Amount;454001034.0;3248804744.0;3702805778.0;1172847045.0;2020023054.0;3192870099.0;1832632301.0;0;1600313726.0;-193801794.0;509935679.0;3702805778.0;105083350.0;9470482.0;6339172.0;3596885.0;6840034.0;2630448.0
BVIC;Bank Victoria International Tbk;8. Finance;81. Bank;National Corporation;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;0;Ribuan / In Thousand;0;0;30456458802.0;0;0;25782313852.0;895194704.0;0;282775419.0;2986437599.0;2986454603.0;0;0;-13764500.0;81245098.0;81244404.0;-13764544.0;44.00.00
BWPT;Eagle High Plantations Tbk;1. Agriculture;12. Plantation;National Corporation;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;0;Jutaan / In Million;1603656.0;14192814.0;15796470.0;2439514.0;8743712.0;11183226.0;3152529.0;0;4000747.0;4540996.0;4613244.0;15796470.0;-96953.0;-1167471.0;-1180997.0;-1150923.0;-1137397.0;-30074.0
BYAN;Bayan Resources Tbk;2. Mining;21. Coal Mining;Individual WNI;Local Company - Indonesia Jurisdiction;31/12/20;Dollar Amerika / USD;14105.0;Satuan Penuh / Full Amount;519575216.0;758464907.0;1278040123.0;580937083.0;78022877.0;658959960.0;35685809.0;0;200202189.0;595608662.0;619080163.0;1278040123.0;489361539.0;234211277.0;257248270.0;246431377.0;223394384.0;10816893.0
CAKK;PT Cahayaputra Asa Keramik Tbk.;3. Basic Industry And Chemicals;32. Ceramics, Glass, Porcelain;Individual WNI;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;0;Satuan Penuh / Full Amount;110989409123.0;218931064676.0;329920473799.0;79313938559.0;28757681308.0;108071619867.0;120330000600.0;0;40859870223.0;221848853932.0;221848853932.0;329920473799.0;27785819531.0;2065725935.0;966250426.0;966250426.0;2065725935.0;0
CAMP;PT Campina Ice Cream Industry Tbk.;5. Consumer Goods Industry;51. Food And Beverages;Individual WNI;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;0;Satuan Penuh / Full Amount;723916345285.0;333612890700.0;1057529235985.0;57300411135.0;64836341000.0;122136752135.0;588500000000.0;0;205166146680.0;935392483850.0;935392483850.0;1057529235985.0;602535066815.0;76758829457.0;74981135207.0;74981135207.0;76758829457.0;0
CANI;PT Capitol Nusantara Indonesia Tbk.;7. Infrastructure, Utilities And Transportation;74. Transportation;National Corporation;Local Company - Indonesia Jurisdiction;30/06/21;Dollar Amerika / USD;14496.0;Satuan Penuh / Full Amount;2506373.0;26566927.0;29073300.0;51236860.0;326982.0;51563842.0;8421344.0;0;222149.0;-22490542.0;-22490542.0;29073300.0;-4019988.0;-5629553.0;-5617419.0;-5617419.0;-5629553.0;0
CARE;PT Metro Healthcare Indonesia Tbk;9. Trade, Services & Investment;96. Healthcare;National Corporation;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;0;Satuan Penuh / Full Amount;292153705048.0;2156316539089.0;2448470244137.0;65496920633.0;109833811873.0;175330732506.0;2325000000000.0;0;0;2272069580938.0;2273139511631.0;2448470244137.0;0;-24286341053.0;-24527336418.0;-24444810269.0;-24205411416.0;-80929637.0
CARS;PT Industri dan Perdagangan Bintraco Dharma Tbk;9. Trade, Services & Investment;91. Wholesale (Durable & Non-Durable Goods);National Corporation;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;0;Satuan Penuh / Full Amount;6062213293720.0;1709173968915.0;7771387262635.0;3431011073005.0;2536490487621.0;5967501560626.0;150000000000.0;0;159953369754.0;1534589610573.0;1803885702009.0;7771387262635.0;723866601869.0;-79977361187.0;-72437848501.0;-77208833043.0;-83522672854.0;3545311667.0
CASA;PT Capital Financial Indonesia Tbk;8. Finance;89. Others - Finance;Individual WNI;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;00.00;Jutaan / In Million;0;0;35981240.0;0;0;26166001.0;5447623.0;0;202248.0;6360885.0;7395822.0;0;0;14771.0;185155.0;209496.0;61175.0;-46404.0
CASS;Cardig Aero Services Tbk;7. Infrastructure, Utilities And Transportation;72. Toll Road, Airport, Harbor And Allied Products;National Corporation;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;14.105;Jutaan / In Million;676788.0;935653.0;1612441.0;832960.0;190439.0;1023399.0;208695.0;0;-170033.0;439204.0;589042.0;1612441.0;435326.0;-4478.0;-18177.0;-146465.0;-139110.0;134632.0
CBMF;PT Cahaya Bintang Medan Tbk;5. Consumer Goods Industry;55. Houseware;National Corporation;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;0;Satuan Penuh / Full Amount;117365948809.0;156375180181.0;273741128990.0;84280420898.0;750356276.0;85030777174.0;150000000000.0;0;2450000000.0;188710351816.0;188710351816.0;273741128990.0;56173880834.0;26331445466.0;26435597673.0;26435597673.0;26331445466.0;0
CCSI;PT Communication Cable Systems Indonesia Tbk.;4. Miscellaneous Industry;45. Cable;National Corporation;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;0;Ribuan / In Thousand;259371457.0;192535164.0;451906621.0;82019438.0;42948382.0;124967820.0;100000000.0;0;49914943.0;326938801.0;326938801.0;451906621.0;112091054.0;55521996.0;58211190.0;58211190.0;55521996.0;0
CEKA;PT Wilmar Cahaya Indonesia Tbk.;5. Consumer Goods Industry;51. Food And Beverages;National and Foreign Corporation;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;0;Satuan Penuh / Full Amount;1067652078121.0;325427463953.0;1393079542074.0;222440530626.0;39344314614.0;261784845240.0;148750000000.0;0;109952993909.0;1131294696834.0;1131294696834.0;1393079542074.0;365362259989.0;215459200242.0;214147120992.0;214147120992.0;215459200242.0;0
CENT;PT Centratama Telekomunikasi Indonesia Tbk.;7. Infrastructure, Utilities And Transportation;75. Non Building Construction;National Corporation;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;0;Jutaan / In Million;1285023.0;4444062.0;5729085.0;1255977.0;1458216.0;2714193.0;3118346.0;0;129009.0;3014892.0;3014892.0;5729085.0;431522.0;8912.00.00;-23532.0;-23532.0;8912.00.00;0
CFIN;Clipan Finance Indonesia Tbk;8. Finance;82. Financial Institution;National Corporation;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;14105.0;Ribuan / In Thousand;0;0;12117478069.0;0;0;7411795923.0;996130114.0;0;351948790.0;4705682146.0;4705682146.0;12117478069.0;0;361596020.0;358556894.0;358556894.0;361596020.0;0
CINT;PT Chitose Internasional Tbk;5. Consumer Goods Industry;55. Houseware;National Corporation;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;0;Satuan Penuh / Full Amount;250724734274.0;270769050602.0;521493784876.0;105476752401.0;26345627806.0;131822380207.0;100000000000.0;0;62856443811.0;378056273822.0;389671404669.0;521493784876.0;115259995224.0;7221065916.0;6586220485.0;6286859028.0;7082407573.0;138658343.0
CITA;Cita Mineral Investindo Tbk;2. Mining;23. Metal And Mineral Mining;National Corporation;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;0;Satuan Penuh / Full Amount;971407339213.0;2889900717918.0;3861308057131.0;1430330374800.0;416792594702.0;1847122969502.0;337073490000.0;0;135681167.0;2014909948668.0;2014185087629.0;3861308057131.0;1957805501929.0;657718925237.0;514489652293.0;514559055681.0;657788325709.0;-69400472.0
CITY;PT Natura City Developments Tbk.;6. Property, Real Estate And Building Construction;61. Property And Real Estate;National Corporation;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;0;Satuan Penuh / Full Amount;506721141220.0;412158751593.0;918879892813.0;62122504870.0;50039211028.0;112161715898.0;540268115400.0;0;41535729790.0;806710676915.0;806718176915.0;918879892813.0;75115792127.0;31703787983.0;31486776057.0;31486776057.0;31703787983.0;0
CKRA;Cakra Mineral Tbk.;2. Mining;23. Metal And Mineral Mining;Foreign Corporation;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;0;Satuan Penuh / Full Amount;146614957709.0;210006099.0;146824963808.0;15985188674.0;544175530.0;16529364204.0;1275455272500.0;0;0;130328579751.0;130295599604.0;146824963808.0;00.00;-2274291086.0;-2281229299.0;-2329686467.0;-2322748254.0;48457168.0
CLAY;PT Citra Putra Realty Tbk;9. Trade, Services & Investment;94. Tourism, Restaurant And  Hotel;National Corporation;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;0;Satuan Penuh / Full Amount;28616722291.0;640244869376.0;668861591667.0;57192554828.0;417997458078.0;475190012906.0;257000000000.0;0;170908750000.0;192999996717.0;193671578761.0;668861591667.0;83177375568.0;-15157361181.0;-15295013698.0;-15223380113.0;-15081351881.0;-76009300.0
CLEO;PT Sariguna Primatirta Tbk;5. Consumer Goods Industry;51. Food And Beverages;National Corporation;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;0;Satuan Penuh / Full Amount;240755729131.0;1004388574588.0;1245144303719.0;204953165337.0;273891702356.0;478844867693.0;240000000000.0;0;261819311770.0;766299436026.0;766299436026.0;1245144303719.0;392695347149.0;130756461708.0;128863892653.0;128863997351.0;130756566406.0;-104698.0
CLPI;Colorpak Indonesia Tbk;9. Trade, Services & Investment;91. Wholesale (Durable & Non-Durable Goods);Foreign Corporation;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;0;Satuan Penuh / Full Amount;523533024832.0;167979206471.0;691512231303.0;208394575715.0;12200002320.0;220594578035.0;30633850000.0;0;5018103066.0;470891981047.0;470917653268.0;691512231303.0;102470089341.0;36143042190.0;34650627941.0;34644926376.0;36137303070.0;5739120.0
CMNP;Citra Marga Nusaphala Persada Tbk;7. Infrastructure, Utilities And Transportation;72. Toll Road, Airport, Harbor And Allied Products;No Controlling Shareholder;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;0;Satuan Penuh / Full Amount;5851745009.0;9601769707.0;15453514716.0;3779563123.0;3757525919.0;7537089042.0;1810415972.0;0;2336499313.0;7127383370.0;7916425674.0;15453514716.0;1291292206.0;689853467.0;689391525.0;758174734.0;758668998.0;-68815531.0
CMPP;PT AirAsia Indonesia Tbk;7. Infrastructure, Utilities And Transportation;74. Transportation;National and Foreign Corporation;Foreign Company;31/12/20;Rupiah / IDR;0;Satuan Penuh / Full Amount;945905221392.0;1667164853540.0;2613070074932.0;1986534474236.0;424408341371.0;2410942815607.0;2671281110250.0;0;163673995500.0;197262995796.0;202127259325.0;2613070074932.0;113942790.0;-157368618806.0;-143141063904.0;-143108656039.0;-157472627531.0;104008725.0
CNKO;Exploitasi Energi Indonesia Tbk;9. Trade, Services & Investment;91. Wholesale (Durable & Non-Durable Goods);National Corporation;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;0;Ribuan / In Thousand;807439077.0;827715261.0;1635154338.0;1793934043.0;521060064.0;2314994107.0;1114136121.0;0;1492584159.0;-554408940.0;-679839769.0;1635154338.0;95022738.0;116487959.0;119778354.0;123983510.0;120697327.0;-4209368.0
CNTX;Centex Tbk;4. Miscellaneous Industry;43. Textile, Garment;National and Foreign Corporation;Joint Venture - Indonesia Jurisdiction;31/03/21;Dollar Amerika / USD;14150.0;Satuan Penuh / Full Amount;16579042.0;27325054.0;43904096.0;31526933.0;14808771.0;46335704.0;18396572.0;0;92800.0;-2431608.0;-2431608.0;43904096.0;3520611.0;-2216489.0;-2083474.0;-2083474.0;-2216489.0;00.00
COCO;PT Wahana Interfood Nusantara Tbk.;5. Consumer Goods Industry;51. Food And Beverages;National Corporation;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;0;Satuan Penuh / Full Amount;145913697234.0;104528890508.0;250442587742.0;124836918044.0;16244476505.0;141081394549.0;56024210500.0;0;39856788518.0;109361193193.0;109361193193.0;250442587742.0;35623288512.0;7957208221.0;7948385221.0;7948385221.0;7957208221.0;0
CPIN;Charoen Pokphand Indonesia Tbk;3. Basic Industry And Chemicals;36. Animal Feed;National Corporation;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;0;Jutaan / In Million;12995504.0;16113904.0;29109408.0;5120390.0;3093160.0;8213550.0;163980.0;0;-43385.0;20882907.0;20895858.0;29109408.0;7975167.0;3642226.0;3625442.0;3627945.0;3644672.0;-2446.0
CPRI;PT Capri Nusa Satu Properti Tbk.;6. Property, Real Estate And Building Construction;61. Property And Real Estate;National Corporation;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;0;Satuan Penuh / Full Amount;80025109018.0;157761827625.0;237786936643.0;21483060224.0;24966467448.0;46449527672.0;243337500500.0;0;13913795250.0;190871303278.0;191337408971.0;237786936643.0;1928917936.0;-17609071728.0;-17548067502.0;-17544293835.0;-17605298061.0;-3773667.0
CSAP;Catur Sentosa Adiprana Tbk;9. Trade, Services & Investment;93. Retail Trade;National Corporation;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;0;Ribuan / In Thousand;4502446283.0;2082140740.0;6584587023.0;3956848238.0;655939101.0;4612787339.0;445835292.0;0;709679146.0;1821458293.0;1971799684.0;6584587023.0;1802786966.0;68480112.0;52914060.0;45718932.0;60833682.0;7646430.0
CSIS;PT Cahayasakti Investindo Sukses Tbk;6. Property, Real Estate And Building Construction;62. Building Construction;National Corporation;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;0;Satuan Penuh / Full Amount;74406733375.0;398077809310.0;472484542685.0;263682992870.0;2409036655.0;266092029525.0;130700000000.0;0;39342058333.0;144156138056.0;206392513160.0;472484542685.0;11263624345.0;-9258212633.0;-9247647677.0;-7371073559.0;-7381638515.0;-1876574118.0
CSMI;PT Cipta Selera Murni Tbk.;9. Trade, Services & Investment;94. Tourism, Restaurant And  Hotel;Individual WNI;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;0;Satuan Penuh / Full Amount;39679302713.0;92687170902.0;132366473615.0;60580651848.0;33341891041.0;93922542889.0;31600000000.0;0;1262896400.0;37336795825.0;38443930726.0;132366473615.0;118756292290.0;-11571843125.0;-9177042550.0;-9064732705.0;-11410702024.0;-161141101.0
CSRA;PT Cisadane Sawit Raya Tbk.;1. Agriculture;12. Plantation;Individual WNI;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;0;Satuan Penuh / Full Amount;191393430517.0;1177164935973.0;1368558366490.0;164705244647.0;738953072547.0;903658317194.0;164000000000.0;0;-263256896154.0;464885049296.0;464900049296.0;1368558366490.0;191840304539.0;29160679173.0;27370091680.0;27370091680.0;29160679173.0;0
CTBN;Citra Tubindo Tbk;3. Basic Industry And Chemicals;33. Metal And Allied Products;National and Foreign Corporation;Joint Venture - Non-Indonesia Jurisdiction;31/12/20;Dollar Amerika / USD;14105.0;Satuan Penuh / Full Amount;108804252.0;63517624.0;172321876.0;61320550.0;9551203.0;70871753.0;37938203.0;0;12900884.0;101397203.0;101450123.0;172321876.0;26188944.0;1645059.0;3059871.0;3070030.0;1652915.0;-7856.0
CTRA;Ciputra Development Tbk;6. Property, Real Estate And Building Construction;61. Property And Real Estate;National Corporation;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;0;Jutaan / In Million;18195176.0;18000848.0;36196024.0;8368689.0;10065767.0;18434456.0;4640076.0;0;3570020.0;15352476.0;17761568.0;36196024.0;3791742.0;1283281.0;1288534.0;1164042.0;1157959.0;125322.0
CTRR;PT Ciputra Residence;6. Property, Real Estate And Building Construction;61. Property And Real Estate;National Corporation;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;0;Satuan Penuh / Full Amount;5981626289151.0;2796164259578.0;8777790548729.0;2266135271802.0;2753323539013.0;5019458810815.0;1570400000000.0;0;23106817492.0;3673437068698.0;3758331737914.0;8777790548729.0;912718623559.0;300325198152.0;297135880806.0;305779259425.0;308969171074.0;-8643972922.0
CTTH;Citatah Tbk;2. Mining;24. Land / Stone Quarrying;Individual WNI;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;0;Satuan Penuh / Full Amount;461579047383.0;280723744505.0;742302791888.0;271159836042.0;173918774880.0;445078610922.0;459083982100.0;0;77743182896.0;297256738327.0;297224180966.0;742302791888.0;41508677151.0;-25506915178.0;-26913398770.0;-26913130821.0;-25506647229.0;-267949.0
DADA;PT Diamond Citra Propertindo Tbk.;6. Property, Real Estate And Building Construction;61. Property And Real Estate;Indonesian Government;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;0;Satuan Penuh / Full Amount;143703725319.0;101581645876.0;245285371195.0;106254271899.0;36741626773.0;142995898672.0;100600000000.0;0;-10000400395.0;101843184464.0;102289472523.0;245285371195.0;23977838830.0;5362021327.0;5343466343.0;5305875083.0;5324755862.0;37265465.0
DART;Duta Anggada Realty Tbk;6. Property, Real Estate And Building Construction;61. Property And Real Estate;National Corporation;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;0;Ribuan / In Thousand;255695907.0;6625255384.0;6880951291.0;1432033724.0;2133789256.0;3565822980.0;1570695481.0;0;454133542.0;3315128395.0;3315128311.0;6880951291.0;201608757.0;-260776918.0;-260786704.0;-260780563.0;-260770777.0;-6141.0
DAYA;PT Duta Intidaya Tbk.;9. Trade, Services & Investment;93. Retail Trade;Foreign Corporation;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;0;Ribuan / In Thousand;321475087.0;409022865.0;730497952.0;411740929.0;149071567.0;560812496.0;242054702.0;0;58590452.0;169685456.0;169685456.0;730497952.0;377708322.0;18539711.0;17563627.0;17563627.0;18539711.0;0
